paper_id,reviewer,Human_Actionability,Human_Clarity_and_Readability,Human_Comprehensiveness,Human_Constructiveness,Human_Factuality,Human_Fairness,Human_Objectivity,Human_Overall_Quality,Human_Politeness,Human_Relevance_Alignment,Human_Sentiment_Polarity,Human_Usage_of_Technical_Terms,Human_Vagueness,Qwen_Actionability,Qwen_Clarity_and_Readability,Qwen_Comprehensiveness,Qwen_Constructiveness,Qwen_Factuality,Qwen_Fairness,Qwen_Objectivity,Qwen_Overall_Quality,Qwen_Politeness,Qwen_Relevance_Alignment,Qwen_Sentiment_Polarity,Qwen_Usage_of_Technical_Terms,Qwen_Vagueness,Llama_Actionability,Llama_Clarity_and_Readability,Llama_Comprehensiveness,Llama_Constructiveness,Llama_Factuality,Llama_Fairness,Llama_Objectivity,Llama_Overall_Quality,Llama_Politeness,Llama_Relevance_Alignment,Llama_Sentiment_Polarity,Llama_Usage_of_Technical_Terms,Llama_Vagueness,GPT_Actionability,GPT_Clarity_and_Readability,GPT_Comprehensiveness,GPT_Constructiveness,GPT_Factuality,GPT_Fairness,GPT_Objectivity,GPT_Overall_Quality,GPT_Politeness,GPT_Relevance_Alignment,GPT_Sentiment_Polarity,GPT_Usage_of_Technical_Terms,GPT_Vagueness,Phi_Actionability,Phi_Clarity_and_Readability,Phi_Comprehensiveness,Phi_Constructiveness,Phi_Factuality,Phi_Fairness,Phi_Objectivity,Phi_Overall_Quality,Phi_Politeness,Phi_Relevance_Alignment,Phi_Sentiment_Polarity,Phi_Usage_of_Technical_Terms,Phi_Vagueness
40,Reviewer-K3eU,2,4,3,3,factual,4,3,70,polite,3,neutral,3,low,5,4,4,5,factual,4,5,85,polite,5,neutral,5,moderate,3.0,5.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,4,5,4,4,factual,4,4,85,polite,5,positive,5,low,3,5,4,4,factual,4,4,88,polite,5,positive,5,low
40,Reviewer-FECY,4,3,2,3,partially factual,2,3,55,polite,3,neutral,1,high,5,5,5,5,partially factual,5,5,90,polite,5,positive,5,moderate,2.0,4.0,5.0,3.0,factual,3.0,4.0,80.0,polite,5.0,positive,4.0,none,3,4,4,4,factual,4,4,80,polite,5,positive,5,low,3,5,4,4,partially factual,4,4,85,polite,5,positive,5,low
139,Bhamini-Krishna-Rao,1,4,4,1,unfactual,3,1,30,polite,1,neutral,4,extreme,5,5,5,5,factual,5,5,95,polite,5,positive,5,none,4.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,positive,4.0,none,5,5,5,5,factual,5,5,95,polite,5,positive,4,low,4,4,4,4,factual,4,5,88,polite,5,positive,4,low
139,Ehab-Mohamed-Abd-El-Kaf,1,4,5,2,unfactual,3,2,35,polite,2,neutral,3,high,5,5,5,5,factual,5,5,95,polite,5,positive,5,none,4.0,4.0,4.0,3.0,factual,4.0,5.0,80.0,polite,4.0,positive,3.0,none,4,5,5,5,factual,5,5,90,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
44,Slobodan-M-Janković,2,3,2,3,partially factual,4,4,40,polite,3,positive,4,low,5,5,4,5,partially factual,5,5,85,polite,5,positive,5,moderate,3.0,5.0,4.0,4.0,factual,5.0,5.0,80.0,polite,5.0,positive,4.0,none,4,4,4,4,factual,4,4,80,polite,5,positive,4,low,5,5,4,5,factual,4,4,92,polite,5,positive,5,low
44,Andri-Frediansyah,4,4,3,4,factual,4,4,70,polite,4,neutral,4,low,5,4,4,5,partially factual,4,5,75,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,5.0,5.0,80.0,polite,5.0,neutral,4.0,none,5,4,4,5,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,4,low
44,Talha-Bin-Emran,2,3,2,3,partially factual,4,3,40,polite,2,positive,2,low,5,4,5,5,factual,5,5,88,polite,5,positive,5,moderate,3.0,4.0,4.0,4.0,factual,5.0,5.0,80.0,polite,5.0,positive,4.0,none,4,4,4,4,factual,4,4,80,polite,5,neutral,4,low,4,4,4,5,factual,4,4,85,polite,5,neutral,5,low
168,Reviewer-XYg3,4,4,5,4,factual,4,4,88,polite,4,positive,5,none,5,5,5,5,partially factual,5,5,88,polite,5,negative,5,moderate,2.0,4.0,3.0,3.0,partially factual,3.0,4.0,70.0,polite,4.0,neutral,4.0,low,5,5,5,5,factual,5,5,95,polite,5,negative,5,none,5,4,4,4,partially factual,4,3,85,neutral,5,negative,5,low
168,Reviewer-tePx,1,4,1,1,partially factual,2,2,40,impolite,3,negative,2,high,3,3,3,2,partially factual,3,2,55,neutral,4,negative,3,moderate,2.0,3.0,3.0,3.0,partially factual,3.0,4.0,60.0,polite,4.0,neutral,4.0,low,2,2,3,2,partially factual,3,3,50,neutral,4,negative,3,moderate,2,3,3,3,partially factual,3,3,65,polite,4,neutral,4,low
168,Reviewer-hsiV,1,4,2,1,partially factual,3,3,37,impolite,3,negative,3,moderate,4,3,3,3,partially factual,4,3,55,neutral,5,negative,5,moderate,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,60.0,polite,4.0,neutral,3.0,low,2,3,3,2,partially factual,3,3,50,neutral,4,negative,4,moderate,2,4,3,3,partially factual,3,3,60,neutral,4,negative,4,low
168,Reviewer-TnGf,2,4,2,2,factual,4,4,55,polite,3,negative,4,low,4,5,4,4,factual,4,4,85,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,4,4,3,factual,4,4,75,polite,5,neutral,4,low,3,4,3,4,partially factual,3,4,75,polite,5,neutral,4,low
146,Reviewer-LTFo,2,4,3,3,factual,3,3,55,polite,3,positive,3,low,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,4.0,4.0,4.0,4.0,factual,4.0,5.0,85.0,polite,5.0,positive,3.0,none,3,5,4,3,factual,4,4,85,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
146,Reviewer-B7Vr,3,4,2,3,partially factual,3,3,50,neutral,3,negative,3,moderate,2,3,4,2,partially factual,2,2,45,impolite,4,negative,4,low,1.0,4.0,2.0,2.0,unfactual,2.0,1.0,40.0,neutral,3.0,negative,3.0,moderate,2,3,3,2,partially factual,2,3,45,neutral,4,negative,3,moderate,2,4,3,3,partially factual,3,3,60,neutral,4,negative,4,low
110,Cliff-Ragsdale,2,4,3,3,partially factual,3,2,70,neutral,4,neutral,4,low,3,5,3,4,partially factual,4,4,75,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,4.0,5.0,80.0,polite,4.0,neutral,3.0,none,2,4,3,2,factual,4,4,60,neutral,4,neutral,4,low,2,4,3,3,partially factual,3,4,75,polite,5,neutral,4,low
110,Joyce-van-de-Leemput,3,3,3,4,partially factual,3,4,70,neutral,4,neutral,4,moderate,4,4,4,4,partially factual,5,5,80,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,3,3,factual,4,4,70,polite,4,positive,4,low,3,4,4,4,partially factual,4,4,85,polite,5,positive,5,low
131,Reviewer-fLMf,3,4,4,3,factual,4,4,70,polite,4,neutral,4,low,4,4,4,4,5,5,5,85,neutral,5,neutral,5,low,2.0,4.0,4.0,3.0,partially factual,3.0,4.0,60.0,polite,4.0,neutral,3.0,low,3,4,4,3,factual,4,4,75,neutral,5,neutral,4,low,3,4,4,4,partially factual,4,3,75,neutral,5,negative,5,low
131,Reviewer-yntr,3,4,1,3,partially factual,3,3,50,neutral,4,negative,2,moderate,4,4,3,4,partially factual,4,3,70,impolite,5,negative,4,low,1.0,4.0,4.0,2.0,partially factual,3.0,2.0,60.0,neutral,4.0,negative,3.0,low,2,4,3,2,partially factual,3,3,60,neutral,4,negative,4,moderate,2,4,3,2,partially factual,3,3,60,neutral,4,negative,4,low
131,Reviewer-nK9w,4,4,4,4,factual,4,4,85,polite,4,neutral,5,low,4,4,4,4,partially factual,4,4,85,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,none,3,4,4,3,factual,4,4,75,polite,5,neutral,4,low,3,4,3,4,partially factual,3,4,78,polite,5,neutral,4,low
131,Reviewer-RBj1,4,3,4,3,factual,3,3,70,polite,4,positive,4,low,4,4,4,5,factual,4,4,80,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,3,3,4,3,factual,4,4,75,polite,5,positive,5,low,3,3,3,4,partially factual,3,4,75,polite,4,neutral,4,low
129,Reviewer-vTRX,3,3,3,3,factual,4,4,65,neutral,4,neutral,4,moderate,4,4,4,4,factual,4,4,80,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,4,low,2,4,3,3,partially factual,3,4,75,polite,4,neutral,4,low
129,Reviewer-efhf,4,4,4,4,factual,4,4,80,polite,4,neutral,4,low,4,4,4,4,partially factual,5,5,80,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
129,Reviewer-mok7,4,4,4,4,factual,3,4,85,neutral,4,neutral,4,low,4,4,4,4,partially factual,4,4,85,polite,5,neutral,4,moderate,2.0,4.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,neutral,5.0,none,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
129,Reviewer-Hoi6,3,3,3,3,partially factual,3,3,50,neutral,3,neutral,3,low,3,3,3,3,partially factual,4,4,55,polite,5,neutral,4,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,none,2,3,3,2,partially factual,3,3,60,neutral,4,neutral,4,moderate,2,4,3,3,partially factual,3,3,70,polite,4,neutral,4,low
37,Barend-L.-van-Drooge,3,4,3,2,factual,3,2,40,polite,3,positive,4,moderate,4,4,4,4,factual,4,4,85,polite,5,positive,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,5.0,80.0,polite,4.0,positive,3.0,none,3,4,3,3,factual,4,4,75,polite,5,positive,4,low,3,4,3,4,factual,4,4,85,polite,5,positive,4,low
37,Zhi-Ning,4,4,4,4,factual,3,3,75,polite,4,positive,4,low,5,5,5,5,factual,5,5,95,polite,5,positive,5,none,2.0,4.0,4.0,3.0,factual,4.0,5.0,80.0,polite,4.0,neutral,3.0,none,4,4,4,4,factual,4,4,80,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
35,Reviewer-kmpt,4,4,5,4,factual,4,4,95,polite,4,positive,4,none,5,4,4,5,partially factual,5,5,88,polite,5,positive,5,moderate,3.0,5.0,5.0,4.0,factual,4.0,4.0,90.0,polite,5.0,positive,4.0,none,4,5,5,5,factual,5,4,90,polite,5,positive,5,low,3,4,4,4,factual,4,4,88,polite,5,positive,4,low
35,Reviewer-Bsgy,4,4,5,4,factual,4,4,95,polite,4,neutral,5,none,4,4,4,4,partially factual,4,4,85,neutral,5,neutral,5,moderate,1.0,2.0,3.0,2.0,partially factual,3.0,2.0,60.0,polite,4.0,neutral,4.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,3,4,4,partially factual,4,4,78,polite,5,neutral,5,low
35,Reviewer-sqng,2,4,4,2,partially factual,4,3,65,polite,4,neutral,4,moderate,4,5,4,4,factual,4,4,85,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,5,4,3,factual,4,4,80,polite,5,neutral,4,low,4,5,3,4,partially factual,3,3,78,polite,4,neutral,4,low
35,Reviewer-esAd,4,4,5,5,factual,4,4,100,polite,4,positive,5,none,4,4,4,4,partially factual,4,4,75,polite,5,neutral,4,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,5.0,neutral,3.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,3,4,partially factual,3,4,75,polite,4,neutral,4,low
79,Reviewer-LDAP,4,3,4,4,factual,4,4,82,polite,4,neutral,4,low,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,partially factual,4.0,3.0,60.0,polite,5.0,neutral,5.0,low,5,4,5,5,factual,5,5,95,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
79,Reviewer-THWQ,3,3,4,3,factual,4,4,75,polite,4,neutral,4,moderate,5,5,4,5,partially factual,5,5,85,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
79,Reviewer-htDK,3,4,4,3,factual,4,4,75,polite,3,neutral,5,low,4,5,4,5,factual,5,5,85,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,none,3,5,4,3,factual,4,4,80,polite,5,neutral,5,low,3,4,4,4,factual,4,4,88,polite,5,positive,4,low
79,Reviewer-FjiL,1,3,4,4,factual,3,3,78,polite,4,neutral,4,moderate,4,5,4,4,factual,4,4,88,polite,5,positive,5,moderate,2.0,4.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,positive,5.0,none,4,5,5,4,factual,5,5,90,polite,5,positive,5,low,3,4,4,4,factual,4,4,88,polite,5,positive,5,low
79,Reviewer-At7H,2,4,3,2,partially factual,4,3,70,neutral,3,neutral,3,low,4,5,4,4,factual,4,4,85,polite,5,positive,5,moderate,2.0,5.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,none,3,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,factual,4,4,85,polite,5,positive,5,low
80,Reviewer-hEF2,1,4,2,1,partially factual,3,2,20,polite,3,positive,2,moderate,5,5,4,5,5,4,4,85,polite,5,positive,5,moderate,2.0,5.0,4.0,3.0,factual,3.0,4.0,80.0,polite,4.0,neutral,5.0,none,4,4,4,4,factual,4,4,80,polite,5,positive,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
80,Reviewer-N2ym,2,4,4,2,factual,4,2,40,polite,3,positive,4,moderate,5,4,5,5,factual,5,5,85,polite,5,neutral,5,moderate,3.0,4.0,4.0,2.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,5,4,4,4,factual,4,4,88,polite,5,neutral,5,low
80,Reviewer-Vfdi,5,3,4,5,factual,4,4,85,polite,4,negative,5,none,5,4,4,5,factual,4,5,85,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,partially factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,4,4,4,4,factual,4,4,80,polite,5,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
80,Reviewer-MJiJ,3,4,3,3,factual,4,4,75,polite,4,neutral,3,low,4,5,4,4,5,5,5,85,5,5,5,5,4,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,4,4,3,factual,4,4,80,polite,5,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,4,low
18,Rodrigo-Lopez,1,4,2,1,partially factual,3,3,40,polite,4,positive,3,moderate,4,5,4,4,factual,5,5,85,polite,5,positive,5,none,3.0,4.0,5.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,4.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,5,low
18,Björn-A.-Grüning,1,4,1,2,partially factual,3,2,30,polite,2,positive,3,moderate,4,5,4,4,factual,4,4,88,polite,5,positive,5,low,3.0,5.0,5.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,4.0,none,3,4,4,3,factual,4,3,75,polite,5,positive,4,low,3,4,4,4,factual,4,3,85,polite,5,positive,5,low
123,Reviewer-EGJf,3,4,3,2,partially factual,3,2,30,polite,2,negative,4,moderate,4,5,3,3,partially factual,3,3,55,polite,3,neutral,3,moderate,2.0,4.0,3.0,3.0,partially factual,3.0,4.0,60.0,polite,4.0,neutral,4.0,low,1,3,2,2,partially factual,3,2,40,polite,2,neutral,2,moderate,2,4,3,3,partially factual,3,3,65,polite,4,neutral,4,low
123,Reviewer-DWom,2,4,2,2,partially factual,3,3,50,polite,3,negative,3,moderate,4,4,3,4,5,4,5,75,4,5,neutral,4,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,3,4,3,3,factual,4,4,70,polite,4,neutral,4,low,2,4,3,4,partially factual,3,3,75,polite,5,neutral,4,low
123,Reviewer-PnHf,4,4,4,4,factual,3,4,70,polite,5,negative,4,low,4,4,4,4,partially factual,4,3,75,polite,5,positive,5,moderate,3.0,4.0,5.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,4.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,4,low,3,4,4,4,factual,4,4,88,polite,5,positive,4,low
123,Reviewer-ekPo,3,4,4,3,factual,3,3,65,polite,4,positive,4,low,5,4,4,5,partially factual,5,5,85,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,5.0,none,3,4,4,3,factual,4,4,75,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
161,Anne-Thessen,3,4,3,3,partially factual,3,3,50,neutral,2,positive,3,moderate,4,5,3,5,5,5,5,85,5,5,5,4,0,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,3,4,3,3,factual,4,3,60,polite,4,positive,2,low,2,4,3,3,partially factual,4,3,70,polite,4,positive,2,low
138,Reviewer-z7DA,4,4,4,4,factual,5,4,90,polite,4,positive,4,low,5,5,5,5,partially factual,4,5,85,polite,5,neutral,5,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,3,4,4,4,factual,4,4,80,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
138,Reviewer-Q2P6,3,3,2,1,factual,2,2,50,neutral,2,negative,4,moderate,5,5,4,5,partially factual,5,5,90,polite,5,negative,5,none,2.0,4.0,4.0,3.0,partially factual,3.0,4.0,60.0,polite,4.0,neutral,3.0,low,3,4,4,3,factual,3,4,70,neutral,5,negative,4,low,4,4,3,3,partially factual,3,3,70,neutral,4,negative,4,low
17,Reviewer-dK5u,3,2,2,2,partially factual,4,3,45,polite,3,neutral,2,moderate,4,4,4,4,partially factual,3,4,65,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,3,4,4,3,partially factual,4,4,75,polite,5,neutral,4,low,2,4,3,4,partially factual,3,3,75,polite,4,neutral,4,low
17,Reviewer-gsUn,3,4,3,3,partially factual,4,3,65,polite,4,neutral,3,moderate,5,5,4,5,partially factual,5,5,85,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,5.0,neutral,3.0,low,4,5,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
17,Reviewer-B7C2,3,4,4,3,factual,4,3,75,polite,4,neutral,4,none,4,5,4,4,factual,5,5,85,neutral,5,negative,5,none,1.0,4.0,3.0,2.0,partially factual,3.0,2.0,60.0,polite,4.0,neutral,4.0,low,3,4,4,3,factual,3,4,70,polite,5,negative,4,low,3,4,4,3,partially factual,4,4,75,neutral,5,negative,5,low
17,Reviewer-k6s5,2,3,3,3,partially factual,3,3,55,polite,4,neutral,3,low,4,5,4,4,factual,4,4,88,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,factual,3.0,4.0,80.0,polite,5.0,neutral,5.0,none,3,4,4,3,factual,4,4,80,polite,5,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
51,Reviewer-nspR,4,4,5,4,factual,4,4,100,polite,5,neutral,5,none,4,4,5,5,factual,5,5,85,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,5,3.0,4.0,70.0,4,4.0,2,3.0,1,4,4,5,4,factual,5,5,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
51,Reviewer-u4po,4,5,5,4,factual,4,4,95,polite,4,neutral,5,none,4,4,4,4,factual,4,4,85,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,5,4,5,5,factual,5,5,90,polite,5,neutral,5,low,3,3,4,4,partially factual,4,4,85,polite,5,neutral,3,low
51,Reviewer-wNRV,3,4,4,3,factual,4,3,80,polite,4,neutral,4,low,4,5,4,4,factual,5,5,88,polite,5,neutral,5,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,5,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
51,Reviewer-QSAL,2,4,2,2,partially factual,3,3,60,polite,4,neutral,3,moderate,3,4,3,3,partially factual,4,4,65,polite,5,neutral,4,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,5.0,positive,3.0,none,2,4,3,2,factual,3,3,60,neutral,4,neutral,4,low,2,4,3,4,partially factual,3,3,75,polite,5,neutral,4,low
51,Reviewer-zvsA,4,4,4,4,partially factual,4,4,90,polite,4,neutral,4,none,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,4.0,5.0,4.0,5.0,factual,3.0,4.0,80.0,polite,5.0,positive,5.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,4,4,factual,4,4,88,polite,5,positive,4,low
23,John-T.-Stoffel,2,4,3,1,partially factual,4,3,50,polite,3,positive,3,low,5,5,4,5,partially factual,5,5,85,polite,5,positive,5,low,3.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,positive,3.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,3,4,partially factual,4,3,75,polite,5,neutral,4,low
23,Fereydoun-Davatchi,3,4,4,4,factual,4,4,65,polite,4,neutral,4,low,4,4,4,4,partially factual,4,4,75,neutral,4,negative,5,low,1.0,2.0,2.0,1.0,unfactual,2.0,1.0,40.0,impolite,3.0,negative,3.0,moderate,5,4,4,5,factual,4,5,85,neutral,5,negative,5,none,4,4,3,3,partially factual,3,2,65,neutral,5,negative,4,low
23,Bertil-Blok,4,4,3,3,factual,3,3,70,polite,4,neutral,4,low,4,4,4,4,partially factual,3,3,65,polite,5,neutral,5,moderate,3.0,5.0,5.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,4.0,none,3,4,3,3,factual,3,3,65,neutral,4,neutral,3,low,2,4,3,3,partially factual,3,3,70,polite,4,neutral,4,low
166,Reviewer-7mFW,4,5,3,5,factual,4,3,80,polite,5,positive,4,low,4,4,4,4,partially factual,4,4,75,polite,5,neutral,4,moderate,3.0,4.0,4.0,4.0,partially factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,3,3,3,3,partially factual,3,3,60,neutral,4,neutral,4,moderate,3,4,3,4,partially factual,3,4,75,polite,5,neutral,4,low
166,Reviewer-FAWm,3,4,4,3,factual,3,3,70,polite,5,neutral,4,moderate,4,5,4,4,factual,5,5,88,polite,5,neutral,5,none,3.0,5.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,4,4,4,4,factual,4,4,80,polite,5,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
166,Reviewer-kjkr,3,4,3,4,factual,4,3,75,polite,4,neutral,4,low,4,5,4,4,partially factual,4,3,80,polite,5,negative,5,moderate,2.0,5.0,4.0,3.0,partially factual,3.0,4.0,70.0,polite,4.0,neutral,3.0,low,3,4,4,3,factual,4,4,75,polite,5,neutral,5,low,4,4,4,4,partially factual,4,3,78,neutral,5,negative,5,low
120,Peter-W.-Glynn,4,4,1,4,partially factual,3,3,70,polite,3,neutral,4,moderate,5,5,4,5,factual,5,5,95,polite,5,positive,5,low,2.0,4.0,4.0,3.0,factual,4.0,5.0,80.0,polite,4.0,neutral,3.0,none,3,4,3,4,factual,4,4,75,polite,4,positive,4,low,4,4,3,4,partially factual,3,4,85,polite,5,neutral,4,low
106,Reviewer-pc5v,4,4,3,4,partially factual,3,4,70,neutral,3,neutral,4,moderate,5,5,5,5,factual,5,5,100,polite,5,positive,5,none,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,none,4,5,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,4,low
106,Reviewer-s5Ux,4,4,3,4,partially factual,3,3,75,neutral,3,negative,4,low,4,4,4,4,factual,4,4,82,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,4,4,4,factual,5,5,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
106,Reviewer-3oNR,4,4,3,4,factual,3,4,75,neutral,4,neutral,3,low,5,4,3,5,partially factual,4,4,80,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,4,4,4,factual,4,4,80,polite,5,neutral,4,low,4,4,3,4,partially factual,3,4,85,polite,5,neutral,4,low
106,Reviewer-nNZN,2,3,3,2,partially factual,3,4,70,neutral,2,positive,3,low,4,5,4,4,partially factual,4,4,85,polite,5,positive,5,moderate,3.0,5.0,5.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,4.0,none,3,4,3,3,factual,4,3,70,polite,4,positive,4,low,2,4,3,4,partially factual,3,3,75,polite,5,positive,4,low
106,Reviewer-9gri,4,4,4,4,factual,4,4,80,neutral,4,neutral,4,low,5,5,5,5,factual,5,5,95,polite,5,neutral,5,low,2.0,4.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,positive,5.0,none,5,5,5,5,factual,5,5,95,polite,5,neutral,5,none,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
172,Reviewer-LoZH,4,4,4,4,factual,4,3,80,polite,4,positive,5,low,5,5,5,5,factual,5,5,90,polite,5,positive,5,none,3.0,5.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,5.0,none,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
172,Reviewer-icwN,3,3,3,3,factual,4,4,70,polite,4,positive,4,low,4,4,4,4,partially factual,4,4,85,polite,5,positive,5,low,3.0,4.0,4.0,4.0,factual,4.0,5.0,80.0,polite,4.0,positive,5.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,5,low,3,4,4,4,partially factual,4,3,85,polite,5,positive,4,low
172,Reviewer-Wq9i,4,4,4,4,factual,4,4,90,polite,4,positive,4,low,4,4,4,4,factual,4,4,85,polite,5,positive,5,moderate,3.0,5.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,positive,5,low
